,raceId,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),horseId,jockeyId,trainerId
1,202105010112,1,6,11,ヤシャマル,牡4,56,横山武史,1:48.5,,**,6-4-3,33.4,2.2,1,510(+14),,,,[東]尾形和幸,高橋文男,760.0,2017101201,01170,
